drone1,192.168.101.57,nvidia,-15,-9,0.1,15,9,0.1
drone2,192.168.101.58,nvidia,-15,-7,0.1,15,7,0.1
drone3,192.168.101.62,nvidia,-15,-5,0.1,15,5,0.1
drone4,192.168.101.64,nvidia,-15,-3,0.1,15,3,0.1
drone5,192.168.101.155,nv,-15,-1,0.1,15,1,0.1
drone6,192.168.101.151,nv,-15,1,0.1,15,-1,0.1 
drone7,192.168.101.157,nv,-15,3,0.1,15,-3,0.1 
drone8,192.168.101.153,nv,-15,5,0.1,15,-5,0.1 
drone9,192.168.101.154,nv,-15,7,0.1,15,-7,0.1 
drone10,192.168.101.65,nvidia,-15,9,0.1,15,-9,0.1
